경지	NOUN
면적은	NOUN
800만	NUM
㏊	PUNCT
로	ADP
주로	ADV
나일강	NOUN
유역에	ADV
분포한다	VERB
.	PUNCT

분쉬는	NOUN
그의	PRON
일기에	ADV
우리나라에	ADV
머물던	VERB
기간	NOUN
중	ADP
후반기에는	ADV
매일	NOUN
서른	NUM
명	NOUN
이상의	ADP
환자가	NOUN
찾아올	VERB
정도로	ADV
진료가	NOUN
많았으며	VERB
,	PUNCT
환자의	NOUN
대부분은	NOUN
약값을	NOUN
치를	VERB
돈조차	NOUN
없었고	VERB
심지어	ADV
자신들이	PRON
마치	ADV
자선	NOUN
사업을	NOUN
베풀고	VERB
있는	VERB
것	NOUN
같은	VERB
태도로	ADV
나왔다고	VERB
기록하고	VERB
있다	VERB
.	PUNCT

몸통	NOUN
틀에는	ADV
8~16개	NOUN
정도의	ADP
구멍이	NOUN
있어	VERB
,	PUNCT
거기에	ADV
징글스라고	VERB
하는	VERB
한	NUM
벌씩의	NOUN
엷고	VERB
작은	ADJ
금속제의	NOUN
원반이	NOUN
붙어	VERB
있어	VERB
자유롭게	ADV
서로	ADV
부딪치어	VERB
울리게	VERB
되어	VERB
있다	VERB
.	PUNCT

차세대	NOUN
지속성	NOUN
인성장호르몬은	NOUN
1세대	NOUN
인성장호르몬에	ADV
㈜	SYM
알테오젠의	NOUN
NexPTM	NOUN
기술을	NOUN
적용해	VERB
개발하게	VERB
되며	VERB
,	PUNCT
인체	NOUN
내	NOUN
지속성을	NOUN
높이고	VERB
1주	NOUN
1회	NOUN
주사	NOUN
및	CCONJ
통증	NOUN
경감	NOUN
효과를	NOUN
보여	VERB
편의성을	NOUN
개선할	VERB
수	NOUN
있을	VERB
것으로	ADV
전망된다	VERB
.	PUNCT

〈	PUNCT
Music	NOUN
〉	PUNCT
으로	ADP
연예계에	ADV
화려하게	ADV
컴백한	VERB
그녀는	PRON
연예오락	NOUN
프로그램보다	ADV
주로	ADV
음악프로그램	NOUN
(	PUNCT
생방송	NOUN
음악캠프	NOUN
,	PUNCT
윤도현의	NOUN
러브레터	NOUN
등	NOUN
)	PUNCT
과	CCONJ
라디오	NOUN
방송활동에	ADV
치중했다	VERB
.	PUNCT

노동은	NOUN
인간이	NOUN
자신의	PRON
욕구를	NOUN
실현하기	VERB
위하여	SCONJ
자연계의	NOUN
대상에	ADV
자신의	PRON
목적과	CCONJ
의지를	NOUN
대상화하고	CCONJ
,	PUNCT
대상을	NOUN
자신에게	ADV
동화시키는	VERB
과정이라고	VERB
할	VERB
수	NOUN
있다	ADJ
.	PUNCT

그러나	CCONJ
친구의	NOUN
응답은	NOUN
,	PUNCT
"	PUNCT
올	NOUN
여름에	ADV
냉하가	NOUN
돌고	CCONJ
,	PUNCT
기상불순이	NOUN
될	VERB
확률은	NOUN
한	ADJ
80	NUM
%	SYM
정도라네	VERB
"	PUNCT
라는	PART
평범하기	VERB
그지없는	ADJ
대답	NOUN
뿐이었다	VERB
.	PUNCT

그	DET
직후	NOUN
별도의	NOUN
수입원으로	ADV
연초	NOUN
전매	NOUN
,	PUNCT
화폐	NOUN
제조권	NOUN
및	CCONJ
징세권까지	ADV
얻게	VERB
되었다	AUX
.	PUNCT

그것은	PRON
스페인	PROPN
계승	NOUN
전쟁으로	ADV
팽창된	VERB
국가	NOUN
재정을	NOUN
지원하는	VERB
국채를	NOUN
인수하고	CCONJ
,	PUNCT
그	DET
대가로	ADV
노예	NOUN
거래	NOUN
독점권	NOUN
등	NOUN
특권을	NOUN
얻는	VERB
것이었다	VERB
.	PUNCT

백악관에	ADV
도착한	VERB
옐친은	PROPN
즉각	ADV
우까즈	X
(	PUNCT
포고령	NOUN
)	PUNCT
를	ADP
공포했다	VERB
.	PUNCT

그는	PRON
뻬레스트로이카와	CCONJ
새로운	ADJ
조국건설을	NOUN
외치면서도	ADV
그에	ADV
대한	VERB
제1의	PART
공적	NOUN
(	PUNCT
公敵	PROPN
)	PUNCT
인	ADP
관료마피아에	ADV
맞서	SCONJ
싸우는	VERB
대신	NOUN
오히려	ADV
그들의	PRON
세력안에	ADV
온존했다	VERB
.	PUNCT

1965년에	ADV
펜지아스	PROPN
(	PUNCT
Penzeas	X
)	PUNCT
와	CCONJ
윌슨	PROPN
(	PUNCT
Wilson	X
)	PUNCT
은	ADP
우주의	NOUN
모든	ADJ
지평선에서	ADV
오는	VERB
등방성	NOUN
방사선을	NOUN
포착하였다	VERB
.	PUNCT

비상업적인	PART
영역을	NOUN
경제적인	VERB
이해관계로	ADV
인식시키는	VERB
과정으로서	NOUN
상업화	NOUN
.	PUNCT

난	PRON
다카하나다의	PROPN
우승	NOUN
열기가	NOUN
그칠	VERB
줄	NOUN
모르는	VERB
일본을	PROPN
보며	CCONJ
다카하나다로	ADV
인하여	SCONJ
수천만의	NUM
샐러리맨과	CCONJ
상인들이	NOUN
일거에	ADV
스트레스를	NOUN
해소시키는	VERB
걸	NOUN
보았다	VERB
.	PUNCT

난	PRON
이	DET
텍스트가	NOUN
내부에	ADV
비밀스럽게	SCONJ
숨기고	VERB
있는	AUX
주제를	NOUN
읽어내기	AUX
위해	SCONJ
게걸스럽게	SCONJ
이	DET
텍스트를	NOUN
탐독하고	VERB
있소	AUX
.	PUNCT

성장률의	NOUN
추세도	ADV
1980년	NOUN
이후	NOUN
다소	NOUN
불안정	NOUN
기미를	NOUN
띠었으며	CCONJ
,	PUNCT
1인당	NOUN
GNP의	NOUN
수준은	NOUN
1982년	NOUN
3.9	NUM
%	SYM
나	ADP
마이너스	NOUN
성장을	NOUN
함으로써	ADV
경제발전	NOUN
과정의	NOUN
허점을	NOUN
