#	O
ไ	B-LOC
ค	I-LOC
โ	I-LOC
ร	I-LOC
#	O
(	O
ส	O
ถ	O
า	O
น	O
เ	O
อ	O
ก	O
อ	O
ั	O
ค	O
ร	O
ร	O
า	O
ช	O
ท	O
ู	O
ต	O
)	O

#	O
ว	B-ORG
ิ	I-ORG
ท	I-ORG
ย	I-ORG
า	I-ORG
ล	I-ORG
ั	I-ORG
ย	I-ORG
ด	I-ORG
ุ	I-ORG
ร	I-ORG
ิ	I-ORG
ย	I-ORG
า	I-ORG
ง	I-ORG
ค	I-ORG
ศ	I-ORG
ิ	I-ORG
ล	I-ORG
ป	I-ORG
์	I-ORG

#	O
ท	O
ิ	O
ศ	O
ต	O
ะ	O
ว	O
ั	O
น	O
อ	O
อ	O
ก	O
เ	O
ฉ	O
ี	O
ย	O
ง	O
เ	O
ห	O
น	O
ื	O
อ	O
#	O
ต	O
ิ	O
ด	O
ต	O
่	O
อ	O
ก	O
ั	O
บ	O
แ	O
ข	O
ว	O
ง	O
เ	O
ม	O
ื	O
อ	O
ง	O
#	O
ต	O
ั	O
้	O
ง	O
แ	O
ต	O
่	O
แ	B-LOC
ม	I-LOC
่	I-LOC
น	I-LOC
้	I-LOC
ำ	I-LOC
ม	I-LOC
ู	I-LOC
ล	I-LOC
#	O
ถ	O
ึ	O
ง	O
ห	O
ล	O
ั	O
ก	O
ห	O
ิ	O
น	O
ต	O
ะ	O
ว	O
ั	O
น	O
อ	O
อ	O
ก	O
บ	O
้	O
า	O
น	O
โ	O
พ	O
น	O
ง	O
อ	O
ย	O
ถ	O
ึ	O
ง	O
บ	O
้	O
า	O
น	O
โ	O
ค	O
ก	O
ห	O
ั	O
ว	O
ล	O
า	O
ว	O
#	O
แ	O
ล	O
ะ	O
ต	O
่	O
อ	O
ไ	O
ป	O
ย	O
ั	O
ง	O
บ	O
้	O
า	O
น	O
โ	O
น	O
น	O
เ	O
ป	O
ื	O
อ	O
ย	O
#	O
แ	O
ล	O
ะ	O
ต	O
า	O
ม	O
ค	O
ล	O
อ	O
ง	O
ห	O
้	O
ว	O
ย	O
ถ	O
ึ	O
ง	O
บ	O
้	O
า	O
น	O
น	O
า	O
ด	O
ี	O
#	O
บ	O
้	O
า	O
น	O
ส	O
ั	O
จ	O
จ	O
ั	O
ง	O
บ	O
ร	O
ร	O
จ	O
ง	O
#	O
ไ	O
ป	O
ท	O
า	O
ง	O
ต	O
ะ	O
ว	O
ั	O
น	O
อ	O
อ	O
ก	O
ถ	O
ึ	O
ง	O

เ	O
ป	O
ล	O
ี	O
่	O
ย	O
น	O
ท	O
า	O
ง	O
#	O
จ	B-PER
ั	I-PER
ก	I-PER
ร	I-PER
พ	I-PER
ร	I-PER
ร	I-PER
ด	I-PER
ิ	I-PER
ฟ	I-PER
ร	I-PER
ั	I-PER
น	I-PER
ซ	I-PER
์	I-PER
ท	I-PER
ี	I-PER
่	I-PER
#	O
2	I-PER
#	O
แ	I-PER
ห	I-PER
่	I-PER
ง	I-PER
จ	B-PER
ั	I-PER
ก	I-PER
ร	I-PER
ว	I-PER
ร	I-PER
ร	I-PER
ด	I-PER
ิ	I-PER
โ	I-PER
ร	I-PER
ม	I-PER
ั	I-PER
น	I-PER
อ	I-PER
ั	I-PER
น	I-PER
ศ	I-PER
ั	I-PER
ก	I-PER
ด	I-PER
ิ	I-PER
์	I-PER
ส	I-PER
ิ	I-PER
ท	I-PER
ธ	I-PER
ิ	I-PER
์	I-PER

2	O
5	O
5	O
4	O
)	O
#	O
ม	O
า	O
แ	O
ล	O
้	O
ว	O
#	O
โ	O
ด	O
ย	O
เ	O
ว	O
ม	O
บ	O
ล	O
ี	O
ย	O
์	O
จ	O
ะ	O
ส	O
ร	O
้	O
า	O
ง	O
ป	O
ร	O
ะ	O
ว	O
ั	O
ต	O
ิ	O
ศ	O
า	O
ส	O
ต	O
ร	O
์	O
โ	O
ด	O
ย	O
ก	O
า	O
ร	O
เ	O
ป	O
็	O
น	O
ส	O
น	O
า	O
ม	O
แ	O
ร	O
ก	O
ี	O
่	O
ไ	O
ด	O
้	O
จ	O
ั	O
ด	O
ก	O
า	O
ร	O
แ	O
ข	O
่	O
ง	O
ข	O
ั	O
น	O
ใ	O
น	O
ร	O
อ	O
บ	O
ช	O
ิ	O
ง	O
ช	O
น	O
ะ	O
เ	O
ล	O
ิ	O
ศ	O
#	O
2	O
#	O
ค	O
ร	O
ั	O
้	O
ง	O
ภ	O
า	O
ย	O
ใ	O
น	O
เ	O
ว	O
ล	O
า	O
#	O
3	O
#	O
ป	O
ี	O
#	O
ซ	O
ึ	O
่	O
ง	O
เ	O
ป	O
็	O
น	O
ช	O
่	O
ว	O
ง	O
ร	O
ะ	O
ย	O
ะ	O
เ	O
ว	O
ล	O
า	O
ท	O
ี	O
่	O
ส	O
ั	O
้	O
น	O
ท	O
ี	O
่	O
ส	O
ุ	O
ด	O
ใ	O
น	O
ก	O
า	O
ร	O
จ	O
ั	O
ด	O
ก	O
า	O
ร	O
แ	O
ข	O
่	O
ง	O
ข	O
ั	O
น	O
#	O
2	O
#	O
ค	O
ร	O
ั	O
้	O
ง	O
#	O
โ	O
ด	O
ย	O
ม	B-PER
ี	I-PER
แ	I-PER
ช	I-PER
ล	I-PER
#	O
ป	I-PER
ล	I-PER
า	I-PER
ต	I-PER
ี	I-PER
น	I-PER
ี	I-PER
#	O
ป	O
ร	O
ะ	O
ธ	O
า	O
น	O
ย	B-ORG
ู	I-ORG
ฟ	I-ORG
่	I-ORG
า	I-ORG
#	O
จ	O
ั	O
ด	O
ใ	O
ห	O
้	O
ม	O
ี	O
ก	O
า	O
ร	O
แ	O
ข	O
่	O
ง	O
ข	O
ั	O
น	O
ท	O
ี	O
่	O
ส	O
น	O
า	O
ม	O
น	O
ี	O
้	O
#	O
เ	O
พ	O
ื	O
่	O
อ	O
ฉ	O
ล	O
อ	O
ง	O
#	O
1	O
5	O
0	O
#	O
ป	O
ี	O
ข	O
อ	O
ง	O
#	O
ส	B-ORG
ม	I-ORG
า	I-ORG
ค	I-ORG
ม	I-ORG
ฟ	I-ORG
ุ	I-ORG
ต	I-ORG
