A	ADP
fin	NOUN
de	ADP
cuentas	NOUN
la	DET
que	PRON
cocinaba	VERB
era	AUX
ella	PRON
,	PUNCT
qué	INTJ
caramba	INTJ
.	PUNCT

No	PART
obstante	NOUN
,	PUNCT
la	DET
cinta	NOUN
con	ADP
la	DET
grabación	NOUN
llegó	VERB
a	ADP
manos	NOUN
de	ADP
Marian	PROPN
Krzaklewski	PROPN
,	PUNCT
candidato	NOUN
de	ADP
la	DET
derecha	NOUN
a	ADP
la	DET
Presidencia	PROPN
y	CCONJ
principal	ADJ
rival	NOUN
del	ADP
actual	ADJ
jefe	NOUN
del	ADP
estado	NOUN
,	PUNCT
quien	PRON
busca	VERB
la	DET
reelección	NOUN
en	ADP
los	DET
comicios	NOUN
fijados	ADJ
para	ADP
el	DET
8	NUM
de	ADP
octubre	NOUN
.	PUNCT

Esas	PRON
que	PRON
no	ADV
escribirá	VERB
.	PUNCT

Durante	ADP
46	NUM
años	NOUN
el	DET
Lockheed	PROPN
T	X
-	PUNCT
33	NUM
sirvió	VERB
en	ADP
las	DET
filas	NOUN
de	ADP
la	DET
Fuerza	NOUN
Aérea	ADJ
Mexicana	ADJ
como	ADP
el	DET
único	ADJ
avión	NOUN
entrenador	NOUN
jet	X
de	ADP
la	DET
aviación	NOUN
militar	ADJ
mexicana	ADJ
hasta	ADP
que	SCONJ
fue	AUX
desactivado	VERB
el	DET
13	NUM
de	ADP
julio	PROPN
de	ADP
2007	NUM
en	ADP
una	DET
ceremonia	NOUN
con	ADP
la	DET
que	PRON
se	PRON
despidió	VERB
del	ADP
servicio	NOUN
activo	ADJ
.	PUNCT

La	DET
pensión	NOUN
media	ADJ
de	ADP
jubilación	NOUN
del	ADP
Sistema	NOUN
de	ADP
la	DET
Seguridad	NOUN
Social	ADJ
alcanzó	VERB
este	DET
mes	NOUN
la	DET
cuantía	NOUN
de	ADP
916,19	NUM
euros	NOUN
,	PUNCT
un	DET
3,5	NUM
%	SYM
de	ADP
incremento	NOUN
con	ADP
respecto	NOUN
al	ADP
mismo	ADJ
mes	NOUN
del	ADP
pasado	ADJ
año	NOUN
.	PUNCT
