Paus	B-PER
Pius	I-PER
X	I-PER
--	O
--	O
--	O
Ya	O

ALIH	O
Batuceper	B-LOC
,	I-LOC
Tangerang	I-LOC

Alih	O
Laos	B-LOC
(	I-LOC
negara	I-LOC
)	I-LOC

Hong	B-LOC
Kong	I-LOC
(	O
in	O
English	O
)	O

Paus	B-PER
Zephyrinus	I-PER
--	O
--	O
YaYa	O

Merpati	B-ORG
Nusantara	I-ORG
Airlines	I-ORG

Zachary	B-PER
Taylor	I-PER
,	O
Millard	B-ORG
Fillmore	I-ORG

Powiat	B-LOC
Przasnysz	I-LOC
,	O
Przasnysz	B-LOC

Aldo	B-PER
Moro	I-PER
(	O
Periode	O
kaping	O
1	O
)	O

ALIH	O
Asosiasi	B-ORG
Bangsa	I-ORG
Bangsa	I-ORG
Asia	I-ORG
Kidul	I-ORG
Wétan	I-ORG

Dheweke	O
banjur	O
kuliah	O
ing	O
Universitas	B-ORG
Indonésia	I-ORG
.	O
