Please	INTJ
check	VERB
out	ADP
my	PRON
who	PRON
let	VERB
the	DET
dog	NOUN
out	ADP
blog	NOUN
.	PUNCT

2	X
)	PUNCT
PG&E	NOUN
-	PUNCT
Swap	NOUN
with	ADP
Enron	PROPN
Europe	PROPN
Ltd.	PROPN
(	PUNCT
3	NUM
in	ADP
total	ADJ
)	PUNCT

Also	ADV
keep	VERB
in	ADP
mind	NOUN
whether	SCONJ
you	PRON
want	VERB
to	PART
be	AUX
able	ADJ
to	PART
jump	VERB
up	ADV
from	ADP
the	DET
ground	NOUN
,	PUNCT
if	SCONJ
you	PRON
even	ADV
need	VERB
to	PART
,	PUNCT
etc	X
.	PUNCT

Queso	NOUN
should	AUX
not	PART
be	AUX
watery	ADJ
:(	SYM
.....	PUNCT

Family	NOUN
owned	VERB
and	CCONJ
operated	VERB
makes	VERB
sure	ADJ
the	DET
atmosphere	NOUN
is	AUX
relaxed	ADJ
and	CCONJ
the	DET
food	NOUN
home	NOUN
-	PUNCT
cooked	VERB
with	ADP
style	NOUN
.	PUNCT

I	PRON
can	AUX
rent	VERB
another	DET
machine	NOUN
for	ADP
like	ADV
$	SYM
60	NUM
that	PRON
will	AUX
give	VERB
it	PRON
a	DET
finished	VERB
look	NOUN
.	PUNCT

When	ADV
they	PRON
sound	VERB
off	ADP
,	PUNCT
it	PRON
is	AUX
a	DET
true	ADJ
audio	ADJ
/	PUNCT
visual	ADJ
experience	NOUN
.	PUNCT

OK	INTJ
,	PUNCT
one	NUM
bad	ADJ
experience	NOUN
...	PUNCT
fine	INTJ
.	PUNCT

Saturday	PROPN
,	PUNCT
January	PROPN
31	NUM
,	PUNCT
2009	NUM

Boyish	ADJ
,	PUNCT
bearded	VERB
(	PUNCT
the	DET
beard	NOUN
is	AUX
short	ADJ
and	CCONJ
copper-brown	ADJ
)	PUNCT
,	PUNCT
nervous	ADJ
,	PUNCT
a	ADV
bit	NOUN
high	ADJ
,	PUNCT
thinner	ADJ
than	ADP
when	SCONJ
I	PRON
saw	VERB
him	PRON
last	ADV
,	PUNCT
he	PRON
carries	VERB
a	DET
cardboard	NOUN
valise	NOUN
containing	VERB
books	NOUN
and	CCONJ
booze	NOUN
and	CCONJ
pyjamas	NOUN
and	CCONJ
a	DET
house	NOUN
present	NOUN
.	PUNCT
